force_x_max,force_y_max,force_z_max,vb_x_max,vb_y_max,vb_z_max,ae_rms_max,force_x_median,force_y_median,force_z_median,vb_x_median,vb_y_median,vb_z_median,ae_rms_median,force_x_mean,force_y_mean,force_z_mean,vb_x_mean,vb_y_mean,vb_z_mean,ae_rms_mean,force_x_std,force_y_std,force_z_std,vb_x_std,vb_y_std,vb_z_std,ae_rms_std,flute_1
20.789,41.653,32.774,0.413,0.369,0.488,0.272,7.153,5.029,1.671,0,-0.003,-0.002,0.099,7.027767151,5.611398142,4.581400031,0.000283966,-0.003603939,-0.0040643,0.10760785,4.998434407,7.152030885,10.32370309,0.088240926,0.083241784,0.102004767,0.038048077,76.52748184
20.45,41.065,32.902,0.437,0.331,0.443,0.262,7.162,5.088,1.739,0.001,-0.001,0.001,0.104,7.043755766,5.683605095,4.628766287,0.001560073,-0.001459033,-0.001228303,0.110482177,5.038667874,7.16097552,10.28894846,0.086534607,0.081301827,0.100460559,0.037672544,77.07953845
20.863,43.229,32.465,0.431,0.384,0.433,0.266,7.15,5.091,1.781,-0.001,-0.005,-0.004,0.102,7.045122554,5.676989494,4.681544341,-0.000909375,-0.005421818,-0.00629677,0.110131389,5.128769604,7.090917889,10.32089489,0.085922886,0.080571318,0.100068582,0.038836002,77.6332608
21.152,40.399,31.676,0.441,0.399,0.428,0.305,7.078,5.077,1.851,0,-0.004,-0.003,0.102,6.961900768,5.670101694,4.6659579,-6.31E-05,-0.004152052,-0.00443433,0.108445842,5.107254729,6.992374312,10.15740236,0.0869878,0.082232715,0.100754713,0.038486929,78.18798081
20.578,40.072,30.518,0.447,0.368,0.441,0.302,6.931,5.082,1.919,0,-0.002,-0.001,0.097,6.831214119,5.672751232,4.663551333,0.000640047,-0.002689376,-0.002990871,0.106084824,5.080773264,6.829500826,9.88288004,0.088885489,0.084638063,0.102516911,0.040344216,78.74304115
20.51,42.003,31.191,0.375,0.355,0.46,0.289,6.979,5.158,1.983,0.001,-0.002,-0.001,0.097,6.88313414,5.733771787,4.749614684,0.001229583,-0.002495606,-0.002321467,0.105972045,5.156177581,6.831970339,9.926895606,0.08912473,0.084689435,0.102769034,0.038489747,79.29779609
22.718,40.649,30.539,0.402,0.415,0.436,0.263,6.296,3.031,0.778,0.012,0.016,0.022,0.096,6.11314907,3.80530466,3.268603449,0.011395992,0.014777599,0.019957558,0.104536039,6.089121936,7.212002925,8.743984753,0.082900355,0.077743918,0.100918918,0.036231362,79.85161241
22.429,42.867,30.14,0.423,0.336,0.478,0.262,6.577,3.044,0.893,-0.005,-0.012,-0.015,0.091,6.346377455,3.82174099,3.515105757,-0.004602019,-0.012508275,-0.015301021,0.098961273,6.306821733,7.237989151,9.313767009,0.082565251,0.077572554,0.102108462,0.037492815,80.40387017
22.961,42.23,31.093,0.482,0.341,0.543,0.28,6.577,3.05,0.9025,-0.005,-0.01,-0.013,0.088,6.382039557,3.850018735,3.577045429,-0.005326431,-0.010169949,-0.013027944,0.096438611,6.298070608,7.251092253,9.375486362,0.082351277,0.077298965,0.102074413,0.038939858,80.95396348
23.633,41.414,32.053,0.435,0.379,0.54,0.263,6.637,3.149,0.97,-0.002,-0.004,-0.005,0.088,6.481661926,3.957904341,3.685418759,-0.001534882,-0.004666131,-0.005311288,0.097161758,6.356817185,7.312626844,9.585736619,0.084057981,0.079097265,0.103279934,0.038714866,81.50130122
23.338,42.998,33.076,0.45,0.394,0.499,0.262,6.626,3.288,1.043,-0.002,-0.005,-0.006,0.088,6.525433061,4.042152184,3.777527918,-0.001420322,-0.005546805,-0.006545482,0.097653408,6.422840264,7.260406841,9.66524064,0.085634644,0.08054596,0.104084697,0.039837453,82.04530765
24.544,41.645,31.787,0.433,0.345,0.495,0.27,6.68,3.336,1.088,0,-0.002,-0.002,0.088,6.598011646,4.110212623,3.873832864,0.000592704,-0.002504239,-0.00254872,0.097120109,6.498821969,7.228142687,9.755161651,0.085585783,0.080506191,0.104761061,0.038730189,82.58542306
24.195,41.156,32.352,0.44,0.351,0.437,0.284,6.69,3.429,1.218,-0.001,-0.004,-0.005,0.087,6.643572414,4.221127491,3.980059777,-0.000468948,-0.004701114,-0.005097766,0.095998488,6.554463759,7.267874771,9.894241015,0.084711974,0.07969786,0.103597033,0.038425888,83.12110433
24.43,43.297,32.601,0.466,0.371,0.593,0.261,6.7355,3.551,1.236,0,-0.003,-0.003,0.087,6.73351916,4.343829445,4.091701484,8.34E-05,-0.002997085,-0.003668409,0.096407014,6.659572988,7.289825593,10.02083544,0.083846522,0.078884987,0.103446073,0.039170426,83.65182542
25.32,42.856,33.724,0.449,0.388,0.502,0.271,6.778,3.62,1.275,0,-0.002,-0.002,0.09,6.81453836,4.359423642,4.169321749,0.000624449,-0.002883075,-0.002972172,0.099153444,6.753064007,7.299113172,10.10716192,0.083432076,0.078451946,0.1031872,0.040067084,84.17707788
25.721,42.888,33.65,0.489,0.375,0.483,0.271,6.839,3.7,1.372,0,-0.002,-0.002,0.089,6.893424499,4.430429487,4.269953305,0.000731591,-0.002694501,-0.002679343,0.098487913,6.846723823,7.254864371,10.19975579,0.084262127,0.078959607,0.10443814,0.041096568,84.69637128
26.218,45.799,36.125,0.523,0.375,0.512,0.304,6.835,3.763,1.408,-0.001,-0.004,-0.004,0.087,6.94369983,4.528138833,4.354332728,-0.000516225,-0.004682985,-0.005347362,0.097290574,6.907961727,7.3446119,10.28668948,0.086204565,0.080797983,0.105570466,0.040557647,85.20923356
27.096,43.348,34.771,0.423,0.361,0.636,0.268,6.843,3.88,1.483,0,-0.002,-0.002,0.088,6.997351426,4.660007928,4.455243975,0.000872562,-0.002296527,-0.002378554,0.097933216,6.986182018,7.397443144,10.35669969,0.087069779,0.081905083,0.106453563,0.040491358,85.71521147
26.576,43.926,34.751,0.415,0.34,0.478,0.295,6.875,3.853,1.527,-0.001,-0.004,-0.004,0.089,7.031638343,4.620356758,4.492036065,-2.90E-05,-0.0041748,-0.004595567,0.098350391,7.037423231,7.334448239,10.42064249,0.085686244,0.08037466,0.10539235,0.040856196,86.2138708
27.906,43.576,34.711,0.462,0.405,0.499,0.277,6.921,3.946,1.567,0.001,-0.001,-0.001,0.088,7.139112519,4.700110093,4.608620321,0.001127188,-0.00180758,-0.001914264,0.097883795,7.17488287,7.338446571,10.5852242,0.084955497,0.079479499,0.105730595,0.039968817,86.7047967
27.619,45.068,36.042,0.478,0.393,0.505,0.29,6.943,4.09,1.673,-0.002,-0.005,-0.005,0.088,7.206526144,4.843891832,4.742292251,-0.000677817,-0.004820673,-0.005661961,0.09910841,7.284352913,7.424806322,10.67431824,0.084651018,0.078886486,0.105413404,0.040936901,87.18759393
27.655,45.141,34.928,0.499,0.369,0.54,0.269,7.049,4.154,1.733,-0.001,-0.003,-0.003,0.092,7.32993736,4.898708814,4.859410077,-0.000336561,-0.003736276,-0.004403021,0.100500357,7.416634927,7.459280468,10.87702544,0.084612158,0.0789453,0.105321681,0.038473767,87.66188705
28.562,45.784,37.414,0.534,0.379,0.501,0.327,6.875,4.051,1.702,0,-0.002,-0.002,0.092,7.29311076,4.889684514,4.880290639,0.000509131,-0.002762763,-0.003125132,0.100493598,7.532203812,7.446458898,10.93031478,0.086748904,0.081370967,0.107101151,0.045507028,88.12732061
29.372,44.56,37.411,0.473,0.351,0.511,0.277,7.143,4.2985,1.877,0.002,0,0.001,0.094,7.493911918,5.048013816,5.047967096,0.002259694,-0.000490326,-0.000304466,0.103166285,7.669488666,7.541055501,11.08549461,0.08934947,0.083134877,0.109503362,0.041558751,88.58355929
29.135,46.593,36.152,0.426,0.34,0.516,0.27,7.177,4.328,1.91,-0.002,-0.006,-0.006,0.093,7.531527279,5.089587756,5.13779376,-0.001333621,-0.00610369,-0.007157764,0.103046903,7.757793462,7.490992576,11.13294073,0.088383106,0.082171205,0.109022372,0.04018565,89.030288
30.128,48.274,36.147,0.471,0.385,0.532,0.285,7.284,4.477,2.049,0,-0.002,-0.002,0.096,7.674086407,5.228974495,5.298808031,0.000548047,-0.003113207,-0.003422387,0.103405488,7.945078242,7.55140284,11.34917079,0.087361806,0.081658301,0.109096596,0.037517871,89.46721198
30.264,46.931,37.421,0.457,0.371,0.486,0.304,7.297,4.527,2.095,-0.001,-0.003,-0.003,0.093,7.710183535,5.287166178,5.364674928,0.000124558,-0.003474794,-0.003696443,0.103136062,8.039258784,7.574176945,11.43886019,0.085973643,0.080356214,0.108204494,0.040874634,89.89405683
31.207,46.547,38.854,0.523,0.368,0.505,0.296,7.376,4.669,2.19,0,-0.002,-0.002,0.093,7.813790983,5.389787757,5.481096035,0.0006766,-0.002847897,-0.003339497,0.104020446,8.180269118,7.580542439,11.51743764,0.086223972,0.080434514,0.108908091,0.042522992,90.31056855
31.06,47.337,37.9,0.536,0.38,0.515,0.329,7.4365,4.706,2.243,-0.001,-0.003,-0.003,0.095,7.902562153,5.473826324,5.602489839,-0.00032703,-0.003767232,-0.004331512,0.105910582,8.334911597,7.638866277,11.73232643,0.088544837,0.082928011,0.11074519,0.042472772,90.71651354
31.973,48.585,40.254,0.48,0.347,0.495,0.282,7.502,4.801,2.288,0,-0.003,-0.002,0.095,8.003363719,5.557807206,5.697567895,0.000309311,-0.003289375,-0.003401229,0.105126874,8.439775526,7.653798749,11.83651563,0.089709134,0.084203372,0.111461862,0.040158751,91.11167857
31.652,46.316,38.552,0.464,0.345,0.486,0.281,7.5475,4.853,2.371,0,-0.003,-0.003,0.095,8.040017474,5.615191651,5.778197924,0.000541123,-0.003373796,-0.003612897,0.105501122,8.532796998,7.65926736,11.87595353,0.089558186,0.084294204,0.111539289,0.042752694,91.4958707
32.678,47.178,38.417,0.463,0.387,0.495,0.28,7.62,4.9,2.421,0,-0.002,-0.002,0.099,8.158150036,5.669127478,5.879338616,0.000709015,-0.00242568,-0.002514149,0.107207961,8.704737012,7.68309435,12.09559329,0.088295085,0.082840809,0.111007454,0.039612467,91.86891723
32.446,47.637,38.505,0.5,0.376,0.48,0.289,7.661,4.966,2.475,0,-0.003,-0.002,0.099,8.202940151,5.741772344,5.961590489,0.000434225,-0.003815201,-0.003890123,0.108154206,8.764837569,7.720012867,12.17693097,0.08756127,0.082058502,0.110077917,0.040997626,92.23066559
34.947,49.457,40.526,0.607,0.388,0.538,0.322,7.709,5.053,2.536,0,-0.001,-0.002,0.101,8.299327325,5.827446238,6.085941345,0.000833027,-0.002356663,-0.002968186,0.110643135,8.929044521,7.760766989,12.33425267,0.087718916,0.081971571,0.110271463,0.043019914,92.5809832
33.096,48.442,39.158,0.504,0.379,0.551,0.289,7.752,5.104,2.619,-0.001,-0.003,-0.003,0.098,8.340719497,5.868035971,6.163244084,1.24E-05,-0.003937968,-0.004361934,0.108488285,9.004364366,7.75254669,12.36169278,0.089670079,0.084096005,0.112255461,0.041111685,92.91975736
33.65,49.468,40.702,0.489,0.365,0.493,0.28,7.93,5.354,2.79,-0.002,-0.004,-0.003,0.1,8.468644947,6.056717411,6.317200899,-0.000554482,-0.004389392,-0.004783586,0.110374053,9.118211855,7.796244662,12.46491015,0.091355805,0.085777787,0.11360986,0.03920113,93.24689504
33.733,50.94,38.994,0.577,0.389,0.523,0.298,7.774,5.209,2.696,-0.001,-0.002,-0.003,0.1,8.391839648,5.975205642,6.290893348,0.00024502,-0.003379706,-0.003938924,0.110463995,9.178164995,7.731864278,12.38930969,0.090796578,0.085065562,0.11305647,0.0431062,93.5623227
33.991,49.51,40.421,0.481,0.334,0.542,0.258,7.875,5.319,2.767,0,-0.002,-0.001,0.1,8.511635766,6.071881935,6.401947059,0.00096049,-0.002479968,-0.002589979,0.108553001,9.285262251,7.814994006,12.57806243,0.090357638,0.084075445,0.112480457,0.039629261,93.86598613
31.615,42.571,34.929,0.436,0.439,0.515,0.263,7.157,3.785,0.917,0.006,0.009,0.012,0.097,7.562826153,4.385756493,4.216621695,0.006006107,0.007858684,0.010808154,0.104273443,9.262583346,7.573062059,11.04916574,0.096157236,0.091903596,0.118982572,0.037301977,94.15785016
32.572,43.176,33.48,0.412,0.401,0.464,0.286,7.462,3.991,1.058,-0.003,-0.009,-0.011,0.095,7.807648192,4.506661158,4.420909358,-0.003366733,-0.009019886,-0.011578689,0.103366154,9.479332337,7.645094592,11.51793697,0.097046238,0.092132095,0.120041352,0.034892778,94.43789847
32.769,43.733,36.995,0.48,0.423,0.5,0.271,7.413,3.958,0.976,-0.005,-0.009,-0.011,0.098,7.857521901,4.539884955,4.507155538,-0.004560824,-0.009039608,-0.011468751,0.105931188,9.622795866,7.74936491,11.78866619,0.098741585,0.093114838,0.121420754,0.037467267,94.70613329
33.295,44.425,37.538,0.536,0.408,0.503,0.257,7.619,4.083,1.02,-0.001,-0.003,-0.003,0.099,8.047868614,4.676735961,4.649471636,-0.00038559,-0.002795546,-0.003596745,0.106244118,9.815990556,7.866063388,12.05541233,0.098418687,0.092133136,0.121483131,0.037152107,94.96257518
34.184,45.05,36.932,0.485,0.413,0.504,0.273,7.663,4.1385,1.07,-0.001,-0.004,-0.005,0.098,8.120617716,4.748652572,4.740159136,-0.000477712,-0.004002833,-0.004956591,0.105454008,9.905145369,7.904452437,12.14400375,0.097978117,0.09143344,0.121074252,0.037949146,95.20726268
34.465,45.252,38.769,0.519,0.41,0.496,0.312,7.772,4.315,1.11,-0.001,-0.003,-0.004,0.098,8.213883823,4.878471574,4.852343828,-0.000363554,-0.003202628,-0.004345367,0.104989831,10.05034407,7.932301642,12.31539472,0.097829909,0.091634533,0.121002532,0.036519661,95.44025205
34.11,45.274,38.96,0.505,0.393,0.513,0.269,7.811,4.411,1.171,-0.001,-0.003,-0.003,0.096,8.280091263,4.974256477,4.95348318,0.000289264,-0.00295672,-0.003580743,0.102916082,10.15377192,7.9577777,12.44892783,0.097205754,0.090721508,0.120260557,0.035844196,95.66161694
34.94,46.582,39.54,0.545,0.427,0.513,0.273,8.029,4.496,1.243,-0.001,-0.003,-0.004,0.096,8.490920651,5.067597959,5.114168101,0.000112734,-0.00342325,-0.004173104,0.102859118,10.36499156,8.072145144,12.78529028,0.097536898,0.090591403,0.121079249,0.036801015,95.87144806
35.453,45.678,39.144,0.536,0.448,0.549,0.289,8.026,4.557,1.284,-0.001,-0.003,-0.003,0.099,8.509542605,5.133921715,5.171511685,0.000139648,-0.002933831,-0.003388619,0.105335098,10.45086134,8.055607586,12.79102946,0.097573884,0.090325517,0.121367591,0.03493673,96.06985284
35.139,46.131,39.232,0.602,0.396,0.504,0.267,8.06,4.589,1.325,-0.001,-0.004,-0.004,0.103,8.532710594,5.175150246,5.209015802,-9.82E-05,-0.003396863,-0.004328755,0.109114812,10.43166984,7.993493419,12.75556972,0.098440009,0.090577116,0.120723513,0.036310688,96.25695507
35.262,44.982,39.028,0.563,0.408,0.534,0.298,8.083,4.561,1.392,-0.001,-0.003,-0.003,0.101,8.565791248,5.181951527,5.27382233,0.000275669,-0.002864249,-0.003631789,0.107655587,10.50072122,7.991048343,12.79083693,0.098155291,0.090633893,0.1205149,0.036714432,96.43289455
34.682,46.018,39.645,0.499,0.422,0.541,0.272,8.161,4.679,1.413,-0.002,-0.004,-0.004,0.102,8.649257564,5.286318703,5.352409453,-0.000902454,-0.004412395,-0.005210677,0.108778011,10.62434001,7.997154901,12.96562196,0.100755853,0.093137022,0.122753747,0.037279207,96.59782671
37.616,47.299,40.592,0.516,0.392,0.529,0.287,8.264,4.764,1.495,0,-0.002,-0.002,0.1,8.750910734,5.373058215,5.478085801,0.000462983,-0.002545641,-0.003073528,0.107261467,10.77389251,8.03984171,13.09318187,0.10283142,0.095397915,0.125000552,0.036909207,96.75192223
35.959,46.746,39.393,0.57,0.457,0.575,0.269,8.377,4.774,1.521,0.001,-0.001,-0.001,0.098,8.868908768,5.411574704,5.574434312,0.001348451,-0.00125645,-0.001953155,0.105137715,10.92923128,8.073419664,13.28278157,0.103930113,0.096411659,0.126142879,0.035987755,96.89536664
36.714,46.691,41.068,0.565,0.451,0.532,0.235,8.506,4.837,1.632,-0.002,-0.005,-0.005,0.1,8.971095248,5.484798103,5.686279171,-0.001015608,-0.00503621,-0.006106349,0.106140323,11.06057656,8.089914899,13.3975589,0.104797051,0.096813456,0.126893113,0.033353957,97.02835992
36.343,47.561,42.432,0.542,0.407,0.516,0.248,8.587,4.871,1.649,-0.002,-0.004,-0.004,0.095,9.037928933,5.571694434,5.755929072,-0.000816501,-0.004051987,-0.005155882,0.102042343,11.16678481,8.15538314,13.47345459,0.105404237,0.096982932,0.12711687,0.034587319,97.15111612
36.964,46.882,40.374,0.517,0.448,0.53,0.247,8.664,4.9305,1.647,0,-0.001,-5.00E-04,0.096,9.137036426,5.633291983,5.838894739,0.00122381,-0.001388149,-0.001843841,0.103628962,11.30941237,8.179047133,13.56811256,0.106037326,0.097655546,0.128009096,0.036188587,97.26386291
39.219,47.24,42.068,0.563,0.436,0.571,0.269,8.812,4.912,1.727,-0.002,-0.004,-0.004,0.101,9.266306343,5.637587823,5.92882301,-0.000713063,-0.004462956,-0.005373256,0.108454087,11.49255997,8.183516288,13.74498064,0.106454386,0.096956436,0.129435924,0.036411286,97.36684116
37.879,48.6,43.535,0.557,0.458,0.591,0.249,8.916,5.021,1.845,-0.001,-0.003,-0.003,0.102,9.357869062,5.746571842,6.078424402,-8.17E-05,-0.003135164,-0.003795922,0.108489077,11.62542524,8.182887726,13.85354216,0.106849921,0.097473862,0.129478353,0.035963062,97.46030457
38.819,47.24,43.293,0.534,0.414,0.589,0.251,9.053,5.033,1.812,0,-0.001,-0.002,0.1,9.514794151,5.753478448,6.165963947,0.000774573,-0.002061537,-0.003012121,0.106353665,11.81610558,8.31096409,14.09802845,0.107103127,0.096763128,0.130398014,0.035450236,97.54451915
39.496,50.133,44.503,0.515,0.427,0.531,0.267,9.109,5.107,1.874,-0.001,-0.004,-0.004,0.098,9.583893485,5.825067998,6.236055748,-0.000423005,-0.003961175,-0.004747466,0.104523349,11.93087208,8.374975243,14.16463803,0.104919658,0.094168224,0.128390746,0.03533461,97.61976286
40.459,48.138,43.769,0.583,0.484,0.62,0.265,9.173,5.077,1.922,-0.001,-0.002,-0.002,0.099,9.687499482,5.845693612,6.328603135,0.000120223,-0.002969981,-0.003693197,0.105989132,12.12151456,8.317707783,14.3390761,0.107534147,0.096829781,0.13117094,0.034324399,97.68632512
39.691,48.156,43.713,0.603,0.467,0.605,0.27,9.397,5.313,2.127,-0.001,-0.002,-0.001,0.096,9.83978655,6.010094681,6.469124695,0.000484715,-0.002190539,-0.002856049,0.103383375,12.22279169,8.439738675,14.46282838,0.107267928,0.097108865,0.130976728,0.032070053,97.7445064
40.551,48.463,45.048,0.592,0.411,0.563,0.231,9.273,5.334,2.036,0,0,-0.001,0.093,9.891063187,6.063845982,6.547076788,0.001257398,-0.001400261,-0.001745535,0.098046193,12.39546629,8.540587483,14.61568513,0.106140029,0.0963412,0.130221695,0.03188119,97.79461776
41.482,49.916,45.567,0.552,0.405,0.52,0.238,9.399,5.431,2.141,-0.001,-0.003,-0.004,0.091,10.02799053,6.142744184,6.676843917,-0.000247357,-0.003782384,-0.004420456,0.097405832,12.58118284,8.641138428,14.86861357,0.106630254,0.097255528,0.131038619,0.033226584,97.83698037
41.565,52.014,46.245,0.574,0.467,0.596,0.253,9.491,5.534,2.145,-0.003,-0.005,-0.007,0.092,10.1631431,6.278545422,6.818768819,-0.00181406,-0.00607668,-0.007710836,0.098798385,12.80717154,8.681840644,15.05021299,0.107678075,0.098142081,0.132333658,0.034553419,97.87192512
42.019,50.965,46.016,0.623,0.418,0.585,0.237,9.273,5.452,2.156,-0.001,-0.001,-0.002,0.091,10.10272998,6.276034183,6.828878738,0.000552807,-0.002113945,-0.002767489,0.096962055,12.89739972,8.613114136,15.07187863,0.108845833,0.099046436,0.132760789,0.034994812,97.89979211
42.983,50.936,47.38,0.561,0.392,0.569,0.259,9.681,5.683,2.28,0,-0.002,-0.002,0.093,10.38529932,6.416495312,7.016364704,0.000761335,-0.002135137,-0.002589089,0.100345211,13.14518575,8.76945986,15.39964422,0.10962299,0.099895859,0.133528034,0.033323712,97.92093022
42.897,52.261,47.126,0.556,0.387,0.557,0.233,9.667,5.716,2.366,-0.001,-0.002,-0.003,0.094,10.40169429,6.511831134,7.087138785,0.000545435,-0.002421252,-0.003145849,0.09901952,13.22773329,8.734631497,15.39631683,0.109122026,0.09993914,0.132969377,0.031833523,97.93569664
44.282,49.412,47.378,0.567,0.408,0.556,0.243,9.8925,5.807,2.4305,-0.002,-0.004,-0.005,0.092,10.60023152,6.596195631,7.239112553,-0.001151831,-0.004970105,-0.006020548,0.099349642,13.51666547,8.806963336,15.70445806,0.10981164,0.099953144,0.134098858,0.034081816,97.94445643
45.221,52.024,48.557,0.512,0.436,0.559,0.237,10.024,5.855,2.452,-0.001,-0.002,-0.002,0.093,10.77986539,6.689897505,7.390229916,0.000702046,-0.002380044,-0.00285158,0.098957822,13.81735489,8.895361814,16.01357624,0.109943109,0.100047038,0.134572007,0.032033918,97.94758207
45.811,51.542,47.885,0.548,0.415,0.558,0.251,10.098,6.024,2.557,-0.001,-0.002,-0.002,0.094,10.86972463,6.845425171,7.495841292,0.000433621,-0.002273052,-0.002997504,0.100053803,13.96427258,8.931435883,16.10334085,0.108885998,0.099165864,0.13377117,0.032011223,97.94758207
36.659,39.047,36.493,0.547,0.397,0.491,0.207,7.465,3.714,0.775,0.009,0.012,0.018,0.087,7.75558745,4.445891308,4.58544281,0.008546369,0.011268464,0.01542313,0.090692269,11.81628345,7.29803744,12.72291621,0.098806009,0.092144547,0.114504644,0.028087225,97.94758207
37.585,42.213,39.672,0.538,0.407,0.496,0.237,8.156,4.028,0.908,-0.004,-0.01,-0.011,0.092,8.457700432,4.777260863,5.029257447,-0.003924218,-0.010438286,-0.013676799,0.09718602,12.54509106,7.786277171,13.95895573,0.105193919,0.096191578,0.121468834,0.029774657,97.94758207
39.668,42.376,41.694,0.512,0.517,0.509,0.241,8.462,4.251,0.967,-0.004,-0.008,-0.008,0.098,8.78105709,4.986321459,5.274815871,-0.004090272,-0.008887455,-0.010501918,0.102170065,12.94926785,8.012527987,14.49697458,0.108412045,0.098902508,0.125120993,0.029791728,97.94758207
40.45,43.254,40.808,0.501,0.479,0.515,0.228,8.597,4.347,0.974,-0.001,-0.002,-0.002,0.1,8.97732537,5.134742285,5.422517212,-0.000659573,-0.003189586,-0.004383148,0.105269081,13.23201854,8.113542153,14.82199969,0.109210033,0.099605313,0.127076089,0.031042,97.94758207
41.161,43.746,40.951,0.512,0.501,0.563,0.249,8.736,4.421,1.036,0,-0.002,-0.002,0.1,9.090053083,5.217035296,5.536015863,-0.000120285,-0.003286567,-0.003656547,0.104238892,13.3992752,8.151082133,15.06489872,0.109726146,0.10009045,0.127057265,0.030913914,97.94758207
42.185,43.118,44.153,0.566,0.473,0.567,0.219,8.76,4.536,1.063,0,-0.001,0,0.103,9.211398637,5.330491773,5.673314648,0.000823094,-0.001982535,-0.002486992,0.106189787,13.67113414,8.241339846,15.2827904,0.109661831,0.099771038,0.12750269,0.029978507,97.94758207
42.787,45.698,44.056,0.52,0.431,0.576,0.255,8.8585,4.5745,1.105,0,-0.002,-0.002,0.101,9.281582219,5.378837028,5.728136399,4.47E-05,-0.002855321,-0.003484428,0.105331401,13.78327082,8.251909308,15.33529352,0.109401321,0.099463353,0.127022778,0.030970799,97.94758207
43.23,44.239,46.628,0.563,0.44,0.545,0.229,8.9255,4.672,1.176,0,-0.003,-0.002,0.1,9.381259126,5.494261967,5.861399949,0.000139745,-0.003699185,-0.004222913,0.104656261,13.97070398,8.306512574,15.503748,0.108990117,0.099021726,0.127087011,0.029659129,97.94758207
43.258,45.092,45.819,0.604,0.463,0.725,0.226,8.9,4.651,1.196,0,-0.001,0,0.102,9.459942513,5.500395881,5.934737491,0.000743853,-0.001923865,-0.002284597,0.105993249,14.15630401,8.382383402,15.6296511,0.109157295,0.098608029,0.127539697,0.030672862,97.94758207
43.328,44.455,44.716,0.622,0.44,0.543,0.262,9.001,4.753,1.276,-0.001,-0.003,-0.003,0.103,9.595383876,5.624082976,6.063961952,-0.000715206,-0.004509407,-0.005359933,0.106565889,14.4010842,8.424750497,15.81350565,0.109398623,0.099252289,0.127458715,0.030579423,97.94758207
44.657,44.913,45.763,0.568,0.414,0.52,0.241,8.938,4.823,1.335,0.001,0,0.001,0.1,9.524128944,5.690313504,6.083386543,0.001397083,-0.001490812,-0.001581758,0.104509653,14.39410584,8.40157427,15.65323337,0.108529618,0.098796198,0.125806405,0.030751861,97.94758207
45.25,45.133,45.962,0.545,0.442,0.575,0.225,9.1545,4.927,1.394,0,-0.001,-0.001,0.101,9.723423413,5.808880167,6.247937674,0.000581056,-0.002317076,-0.002657022,0.106030393,14.73069263,8.480122207,15.95181742,0.108689891,0.099529381,0.126869775,0.030817628,97.94758207
46.907,47.284,47.034,0.584,0.421,0.542,0.234,9.167,4.844,1.401,-0.001,-0.003,-0.003,0.101,9.807964463,5.768101955,6.3078157,-0.00067786,-0.004238463,-0.005170892,0.105176133,14.91197934,8.552223006,16.08667089,0.112932762,0.102312849,0.129372983,0.031171838,97.94758207
45.554,44.658,46.909,0.536,0.475,0.547,0.246,9.291,4.903,1.504,0,0,0.001,0.102,9.943255159,5.816158852,6.421959973,0.001388044,-0.001283766,-0.001142348,0.105463501,15.13227332,8.55735971,16.26370597,0.115084981,0.103945829,0.132125489,0.028756847,97.94758207
46.405,46.273,48.131,0.537,0.45,0.587,0.249,9.398,4.955,1.597,-0.002,-0.003,-0.004,0.101,10.07377311,5.876277687,6.530150513,-0.000989655,-0.00471512,-0.005849724,0.104807053,15.36343479,8.596803215,16.40482826,0.11514487,0.103684228,0.131769648,0.029069209,97.94758207
47.195,47.242,48.07,0.581,0.486,0.593,0.247,9.564,5.046,1.616,-0.001,-0.002,-0.001,0.101,10.26665682,5.994081783,6.689640174,0.000656388,-0.002713245,-0.003001805,0.10509322,15.70911013,8.71013116,16.66665858,0.115051774,0.103857782,0.131980555,0.030332527,97.94758207
47.138,47.8,49.351,0.572,0.51,0.617,0.263,9.594,5.068,1.717,-0.001,-0.003,-0.002,0.101,10.36131504,6.013464743,6.786277257,0.000266494,-0.003299493,-0.003784457,0.104266967,15.93171165,8.766221562,16.76874728,0.11529568,0.103653956,0.132411622,0.029980077,97.94758207
48.231,47.053,50.008,0.576,0.52,0.659,0.23,9.709,5.162,1.718,0,0,0.001,0.104,10.54957099,6.123888944,6.944023148,0.001507495,-0.000893372,-0.001041032,0.106789,16.30381427,8.917545404,17.07628318,0.114889754,0.10305081,0.133170511,0.029475737,97.94758207
48.196,46.863,50.405,0.658,0.481,0.63,0.234,9.84,5.235,1.836,-0.002,-0.004,-0.004,0.105,10.67046451,6.177773911,7.067708746,-0.001047309,-0.005065474,-0.005816694,0.108345618,16.54830874,9.000714121,17.27481647,0.114666516,0.102966204,0.133151618,0.029326541,97.94758207
50.27,50.294,52.459,0.59,0.47,0.621,0.264,9.987,5.354,1.867,-0.001,-0.001,-0.001,0.105,10.87244401,6.332806623,7.220515969,0.000584312,-0.002349982,-0.002741507,0.108795988,16.88881656,9.105819464,17.5767599,0.115545276,0.103262589,0.133977296,0.030219481,97.94758207
51.034,49.742,52.281,0.676,0.452,0.628,0.254,10.0245,5.403,1.923,-0.001,-0.001,-0.001,0.107,10.98088713,6.391503357,7.348914825,0.00045623,-0.00238502,-0.002839762,0.109702569,17.16743854,9.179438606,17.7379227,0.115675843,0.103621255,0.133992393,0.029906951,97.94758207
